date,target_swe,ERA5,BiLSTM_avg,Transformer_avg
2023-02-18,,169.65029202585913,179.167524682338,183.7594080079148
2023-02-19,,170.9829301642356,180.2046876715598,182.49811895360327
2023-02-20,168.0,171.1371788562018,180.52990179664675,184.92818265564028
2023-02-21,,171.15712568507269,180.76220724330022,186.10756551966742
2023-02-22,,171.4638590637307,180.97579777871178,184.13737171326684
2023-02-23,,172.84775512459697,182.10660350563944,185.1830748343748
2023-02-24,,174.34407259852145,182.30298833281253,159.4636629763291
2023-02-25,163.0,184.2054387758872,190.54897741781681,163.52371460901708
2023-02-26,,186.97061881288656,195.7441563294805,180.19776305421956
2023-02-27,,186.9030438416096,198.84064168859445,205.41156091619456
2023-02-28,187.0,186.76880982487103,197.30060561268232,198.72425435154338
2023-03-01,,96.6945884088682,105.7064930508541,106.72736848394145
2023-03-02,,96.64302459414829,108.79173236544955,83.98312392886508
2023-03-03,,95.72861499723268,108.09501056608033,74.50487689908815
2023-03-04,,95.83851215627914,110.99287121084458,93.68034565237289
2023-03-05,151.0,95.46818811620513,110.81306936467925,114.33387605871
2023-03-06,,95.10254120567754,107.95151574352697,74.51193070152715
2023-03-07,,95.57905454880893,107.5949872041434,110.82480135209262
2023-03-08,,98.16683032331532,103.06678793249196,77.8040571909911
2023-03-09,,98.49133695618782,96.88753479675923,114.81192811982308
2023-03-10,96.0,98.56019384199384,92.73018912607435,95.13684827619794
2023-03-11,,98.66684470388805,89.11594405386363,77.43807730886851
2023-03-12,,98.97531985982836,87.23180742010058,77.58267497762621
2023-03-13,,99.25537068406796,86.96009566346859,78.16594731370662
2023-03-14,,99.31591951081128,86.89448634812207,114.86517163941235
2023-03-15,87.0,99.75539275728798,83.88093864046668,83.53614303194618
2023-03-16,,99.51008192816624,80.77390181342015,78.00463721075901
2023-03-17,,99.21018407394344,78.15292356063777,77.8230712657159
2023-03-18,,99.34445153957395,76.80080682521847,91.34114805942563
2023-03-19,,99.23896226741908,75.80671892025111,90.48133944728015
2023-03-20,54.0,99.08959413517736,75.23803812016271,77.87567316044593
2023-03-21,,99.17779802889336,75.33079599947442,106.43587393373954
2023-03-22,,99.22343081256015,75.39502047320468,84.08477104922397
2023-03-23,,99.26847895503364,75.44092425227485,79.22484721064887
2023-03-24,,99.31105775773014,75.4573849672028,78.093066882486
2023-03-25,28.0,99.56566899741377,75.70388158286298,78.0706399294206
2023-03-26,,100.56484387471107,76.7030709560099,78.99476750447181
2023-03-27,,102.49098274928548,78.63125794154622,80.96416237575032
2023-03-28,,104.73981279197426,80.8841910726139,83.21172021690101
2023-03-29,,107.24370024788888,83.39172690499338,85.74876158822092
2023-03-30,,108.35008755033188,84.4975145370262,87.11039715116195
2023-03-31,,108.71522674613897,84.86302871757451,87.97496185356084
2023-04-01,,109.00715501777935,85.15028131477644,91.56239259712507
2023-04-02,,109.30353733219503,85.45030437626242,97.33806911625265
2023-04-03,,110.54025346486102,86.69544793812763,98.0922779246999
2023-04-04,,112.85587876388468,89.01418603012003,100.73191769668497
2023-04-05,,115.67100303611328,91.8345417781787,102.61831577262451
2023-04-06,,118.78166343155678,94.95300361100014,106.43191176834878
2023-04-07,,122.35085176079026,98.5289744719719,110.47653440086594
2023-04-08,,123.50673355583474,99.69126572136209,117.24895300392434
2023-04-09,,124.20417203620929,100.3814455957796,119.34853324607866
2023-04-10,,126.41593121165424,102.59505566233784,143.05628460520893
2023-04-11,,129.4431648473428,105.62159921929106,141.5031724195169
2023-04-12,,131.0948685301922,107.31361051932795,130.89252449558003
2023-04-13,,132.976366972599,115.30432355371472,146.60012834039685
2023-04-14,,134.87940482739063,118.38858670834156,133.2207328760967
2023-04-15,,135.65283897024733,118.4901987324391,117.29240329367262
2023-04-16,,135.35684128819565,119.06920014439683,147.09854394017322
2023-04-17,,135.51838688108214,116.58831199857482,152.81629661771544
2023-04-18,,135.80468413491334,117.25188967843141,118.04643408913698
2023-04-19,,135.59518257888143,116.85835301192587,153.48708168776815
2023-04-20,,135.7592667453704,115.58950298957207,133.52917050353864
2023-04-21,,136.29029018713004,114.52015049291617,145.77569711042412
2023-04-22,,136.79815876057594,113.91007320454567,131.44676906636207
2023-04-23,,137.10454151645607,113.98802502170508,125.17585513606971
2023-04-24,,137.2773337596663,114.09833633840167,121.15553905904376
2023-04-25,,137.32122800504774,114.12151334440321,119.7465398565492
2023-04-26,,137.3291052758628,114.13199452757176,132.45825131534872
2023-04-27,,137.33239003625147,114.14408589806787,123.92056991067163
2023-04-28,,137.33326699804144,114.24232499669866,122.05380418371037
2023-04-29,,137.33349777745985,114.37665459203504,121.41277271795056
2023-04-30,,137.33353624069625,114.62720346176559,122.07724351608688
2023-05-01,,137.31612008725364,114.93887208615502,123.98726867352684
2023-05-02,,137.27150273302786,115.29073338488334,125.93499693850272
2023-05-03,,137.2944806704541,115.88203216886718,130.8336483130475
2023-05-04,,137.32058182267622,116.76154156236127,136.52039194611982
2023-05-05,,137.330620727377,117.8088620756436,134.47513767226226
2023-05-06,,137.33305929656487,118.82547892089349,130.47586525435906
2023-05-07,,137.33349008481255,119.52164831082573,128.02667770306817
2023-05-08,,137.33353624069625,120.00074853622849,127.74788541519577
2023-05-09,,137.33353624069625,120.47252549850876,127.21486558639938
2023-05-10,,137.33353624069625,120.82490071976119,127.44726409637863
2023-05-11,,137.33353624069625,120.95758866989547,129.00093147480422
2023-05-12,,137.33353624069625,121.12561521255904,128.88390915119584
2023-05-13,,137.33353624069625,121.23701095306808,131.4383865090602
2023-05-14,,137.33353624069625,121.31234159195358,130.50387611114914
2023-05-15,,137.33353624069625,121.18007917129928,123.42563237869675
2023-05-16,,137.33353624069625,121.68796329224044,148.52951163971358
2023-05-17,,137.33353624069625,121.96947107040816,143.40392632210188
2023-05-18,,137.33353624069625,123.09702386581833,139.31749987327987
2023-05-19,,137.33353624069625,123.29468202316696,140.17883383953506
2023-05-20,,137.33353624069625,123.63253907883102,140.52229903066092
2023-05-21,,137.33353624069625,123.81299323761398,140.58157362067635
2023-05-22,,137.33353624069625,123.96298083984786,140.0645017358058
2023-05-23,,137.33353624069625,124.3234765979045,139.59815292084153
2023-05-24,,137.33353624069625,124.48293103897507,139.50990979397233
2023-05-25,,137.33353624069625,124.65851697647506,139.6556437941783
2023-05-26,,137.33353624069625,124.80624074661667,139.96357581937247
2023-05-27,,137.33353624069625,124.9199477168315,140.3610480757945
2023-05-28,,137.33353624069625,124.96449298584396,139.9597903760665
