date,observed_swe,ERA5_Land,PINN_prediction,PINN_std,PINN_physics,PINN_correction,n_predictions,bias_vs_ERA5,absolute_error,is_observed
2022-11-15,,8.078734397888184,11.60749297671848,0.8632296749397478,12.928352038065592,1.1733019683096144,9,3.5287585788302955,,False
2022-11-16,,6.748398303985596,8.167899502648247,2.7870410109872132,11.662271287706163,-0.9646629277202818,9,1.4195011986626511,,False
2022-11-17,,7.493197917938232,8.895821889241537,1.8132426819251275,8.215862274169922,1.0727942784627278,9,1.4026239713033046,,False
2022-11-18,,7.758736610412598,9.654959964752198,1.6884652328353411,8.787457132339478,1.4090655336156488,10,1.8962233543396003,,False
2022-11-19,,8.134464263916016,9.812789154052734,1.4606416605624102,9.761022806167603,0.9041944146156311,10,1.678324890136718,,False
2022-11-20,9.0,11.318305969238281,8.999209833145141,2.0859894173478324,9.88361120223999,-1.603889951109886,10,-2.3190961360931404,0.000790166854859109,True
2022-11-21,,11.51925277709961,11.92220041486952,1.6991455726093359,8.915598498450386,1.679414643181695,9,0.4029476377699108,,False
2022-11-22,,13.227622032165527,12.368489689297146,1.817998770177605,11.986562940809462,-0.2367742872900433,9,-0.8591323428683815,,False
2022-11-23,,13.941924095153809,13.894227695465087,1.9003674550221101,12.532924842834472,0.6551293585449457,10,-0.047696399688721414,,False
2022-11-24,,13.993720054626465,14.969295120239257,1.8035718000829137,13.888053226470948,1.0428386926651,10,0.9755750656127926,,False
2022-11-25,,16.52701759338379,14.340839099884032,1.9044398230795245,15.185710334777832,-1.5116820573806762,10,-2.1861784934997566,,False
2022-11-26,,19.531091690063477,15.260474014282227,3.305169023047865,14.3365309715271,-1.7142357394099235,10,-4.270617675781249,,False
2022-11-27,,19.5465087890625,18.534360027313234,2.118439330967827,15.254074096679688,1.109464094042778,10,-1.0121487617492662,,False
2022-11-28,,19.5496883392334,19.936095324429598,1.6977927711970013,18.6208590594205,0.8534640746021812,11,0.3864069851961993,,False
2022-11-29,,19.552289962768555,19.90055561065674,3.0658095613128764,19.929033279418945,0.16995537907562472,11,0.3482656478881836,,False
2022-11-30,25.0,19.555091857910156,20.12256041440097,2.967181300070223,19.893487323414195,0.4114198620346459,11,0.5674685564908124,4.877439585599031,True
2022-12-01,,40.5714111328125,24.250117735429242,7.420957379939771,21.597507563504305,-6.93668407201767,11,-16.321293397383258,,False
2022-12-02,,40.57646560668945,31.006333437832918,5.0815050827161246,24.240541544827547,-1.498137972571633,11,-9.570132168856535,,False
2022-12-03,,40.58555603027344,33.95708656311035,4.049569731581995,30.996682947332207,-1.8761103451251984,11,-6.628469467163086,,False
2022-12-04,,40.763553619384766,35.24716082486239,3.61530433298867,33.960350730202414,-2.14508577097546,11,-5.516392794522375,,False
2022-12-05,,41.874027252197266,35.46300159801137,3.1772528864198852,35.273032968694515,-3.1389803940599617,11,-6.411025654185899,,False
2022-12-06,,42.8906364440918,36.811890602111816,3.4699055663369367,36.080870151519775,-2.703451563914617,12,-6.0787458419799805,,False
2022-12-07,,43.1189079284668,38.52480888366699,4.144610730288877,36.805222829182945,-1.4648763984441757,12,-4.594099044799805,,False
2022-12-08,,43.15903854370117,39.89590279261271,5.426610361265785,38.515011151631676,-0.9629734680056572,12,-3.2631357510884627,,False
2022-12-09,,43.817317962646484,40.43031485875448,7.2008167183978244,39.929013888041176,-1.4700215784832835,12,-3.387003103892006,,False
2022-12-10,34.0,45.214576721191406,40.5790818532308,8.412428683469903,40.440553506215416,-2.287386248509089,12,-4.63549486796061,6.579081853230797,True
2022-12-11,,48.27455139160156,41.041366736094155,9.883754623674239,41.18192307154337,-3.7356590628623962,12,-7.233184655507408,,False
2022-12-12,,51.56041717529297,41.78312269846598,10.447909862647796,41.06628433863322,-4.585647294918696,12,-9.777294476826988,,False
2022-12-13,,60.04443359375,43.9809357325236,11.975137510480495,42.02366224924723,-7.102943658828735,12,-16.063497861226402,,False
2022-12-14,,63.6910400390625,48.973055839538574,11.80926483291692,43.97133445739746,-4.9054511686166125,12,-14.717984199523926,,False
2022-12-15,,63.75030517578125,54.19801330566406,10.828178718787363,48.96241283416748,-2.2054676363865533,12,-9.552291870117188,,False
2022-12-16,,63.760379791259766,57.45235384427584,10.18506206178995,54.92332546527569,-1.9255326986312866,13,-6.308025946983925,,False
2022-12-17,,63.773136138916016,58.36422318678636,9.776822127216368,57.441294743464546,-2.274441746565012,13,-5.408912952129654,,False
2022-12-18,,63.80156326293945,58.84919650738056,9.712949774557353,58.35319783137395,-2.2451533445945153,13,-4.9523667555588915,,False
2022-12-19,,63.839080810546875,59.13389147244967,9.70441819912624,58.840070284329926,-2.2123736968407264,13,-4.705189338097206,,False
2022-12-20,63.0,63.86024856567383,59.26858813946064,9.702480923823206,59.123092944805435,-2.2249126250927267,13,-4.591660426213188,3.7314118605393602,True
2022-12-21,,64.42062377929688,59.21912589439979,9.894102571377301,59.51621393057016,-2.7450425716546865,13,-5.201497884897087,,False
2022-12-22,,66.0374755859375,58.75264534583459,9.875420382928672,59.213489239032455,-3.859291901955238,13,-7.284830240102913,,False
2022-12-23,,66.24674224853516,59.92863024198092,9.746367564602554,58.74477063692533,-2.5482369569631724,13,-6.318112006554237,,False
2022-12-24,,66.4849853515625,60.44799041748047,9.768324064360904,59.92889345609225,-2.7373375525841346,13,-6.036994934082031,,False
2022-12-25,,66.69036102294922,60.872058574969955,9.764251149750814,60.43628545907828,-2.6666956956569967,13,-5.8183024479792635,,False
2022-12-26,,66.6762466430664,61.759486062186106,9.46263807518865,61.27542849949428,-2.1941265548978532,14,-4.9167605808803,,False
2022-12-27,,66.69690704345703,61.73710223606655,9.351477801572095,61.7473577771868,-2.4638709851673672,14,-4.9598048073904835,,False
2022-12-28,,67.11209106445312,61.320211955479216,9.419078742296474,61.77149445669992,-3.093852162361145,14,-5.791879108973909,,False
2022-12-29,,72.29881286621094,60.267530168805806,10.306214093104884,61.41527312142508,-6.526702744620187,14,-12.031282697405132,,False
2022-12-30,,76.4859848022461,62.407525471278596,10.712970044073979,60.34440885271345,-5.926377756255014,14,-14.078459330967497,,False
2022-12-31,60.0,79.94872283935547,65.57408142089844,10.830921012106975,62.45318331037249,-5.551101156643459,14,-14.374641418457031,5.5740814208984375,True
2023-01-01,,84.85496520996094,69.06342286330003,11.579799343474376,65.90582979642429,-6.222108565844023,13,-15.791542346660904,,False
2023-01-02,,86.54383087158203,73.80752974290114,11.022538623572794,69.09475619976337,-3.932408644602849,13,-12.736301128680893,,False
2023-01-03,,92.70783996582031,76.20700190617488,11.70101267384902,73.95977489764874,-7.0393401659452,13,-16.50083805964543,,False
2023-01-04,,100.21395874023438,80.96069922814003,12.195676032307626,76.28373014009915,-7.163683157700759,13,-19.253259512094345,,False
2023-01-05,,114.92314910888672,89.35188762958234,12.77657437036598,81.29653578538161,-8.569206934708815,13,-25.571261479304383,,False
2023-01-06,,130.2165985107422,101.01830409123347,12.56979044724136,89.43135775052585,-8.555693314625668,13,-29.198294419508713,,False
2023-01-07,,132.24327087402344,112.81048173170824,11.46095798125725,101.01963747464694,-3.635126852072202,13,-19.4327891423152,,False
2023-01-08,,134.0872039794922,118.8790024977464,11.130907787965743,112.85027430607722,-4.500364010150616,13,-15.208201481745789,,False
2023-01-09,,136.4644317626953,123.11918346698468,11.063259870649475,118.88338705209586,-4.48353675695566,13,-13.345248295710633,,False
2023-01-10,125.0,136.46559143066406,127.26741673396184,10.466274987959192,123.10763021615836,-2.478329543883984,13,-9.198174696702225,2.267416733961838,True
2023-01-11,,136.62461853027344,129.71430333455405,10.38445241444027,127.94703038533528,-2.53994490702947,12,-6.910315195719392,,False
2023-01-12,,137.2650604248047,130.63658650716147,10.346218538756721,129.71936988830566,-2.8243929147720337,12,-6.62847391764322,,False
2023-01-13,,137.9041748046875,131.39313952128092,10.326963807766074,130.63694381713867,-2.846985866626104,12,-6.511035283406585,,False
2023-01-14,,138.48056030273438,132.1161085764567,10.300171904990128,131.40404319763184,-2.795656989018122,12,-6.364451726277679,,False
2023-01-15,,139.1784210205078,132.76134808858237,10.291783917468118,132.1147435506185,-2.8531779448191323,12,-6.417072931925446,,False
2023-01-16,,139.62892150878906,133.5195738474528,10.229423064122876,132.76796913146973,-2.648039480050405,12,-6.1093476613362725,,False
2023-01-17,,140.99110412597656,133.78073692321777,10.359718885909183,133.53338305155435,-3.4443585872650146,12,-7.210367202758789,,False
